295.7778	193.2222
295.6308	193.7001
295.4837	194.1780
295.3367	194.6559
295.0741	195.0814
294.8091	195.5054
294.5687	195.9438
294.3317	196.3841
294.1009	196.8276
293.8728	197.2726
293.6085	197.6970
293.3065	198.0955
292.9772	198.4718
292.6381	198.8392
292.2908	199.1989
291.9398	199.5550
291.6732	199.9779
291.5152	200.4523
291.3573	200.9267
291.2654	201.4182
291.3106	201.9162
291.3559	202.4141
291.4011	202.9121
291.5129	203.3994
291.6585	203.8777
291.8040	204.3561
291.9986	204.8167
292.1937	205.2771
292.3409	205.7549
292.4576	206.2411
292.5743	206.7273
292.6911	207.2134
292.7397	207.7111
292.7033	208.2098
292.6670	208.7084
292.6307	209.2071
292.5943	209.7058
292.5330	210.2020
292.4635	210.6972
292.3940	211.1923
292.3245	211.6875
292.2550	212.1826
292.2000	212.6796
292.2347	213.1784
292.2693	213.6772
292.3039	214.1760
292.3386	214.6748
292.3732	215.1736
292.4257	215.6708
292.5251	216.1608
292.6246	216.6508
292.7241	217.1408
292.8324	217.6290
292.9679	218.1102
293.1034	218.5915
293.2389	219.0728
293.4599	219.5213
293.7015	219.9591
293.9968	220.3626
294.2960	220.7632
294.5433	221.1977
294.7881	221.6337
295.0191	222.0771
295.2502	222.5206
295.4273	222.9881
295.6044	223.4557
295.7389	223.9373
295.6813	224.4340
295.6238	224.9306
295.5454	225.4245
295.4183	225.9081
295.2913	226.3916
295.1592	226.8739
295.0111	227.3514
294.8630	227.8290
294.7026	228.3026
294.4496	228.7338
294.1843	229.1577
293.8690	229.5457
293.5382	229.9206
293.1966	230.2857
292.8475	230.6437
292.5638	231.0554
292.3075	231.4847
292.0688	231.9240
291.8351	232.3661
291.5549	232.7802
291.2496	233.1762
290.9131	233.5460
290.7165	234.0057
290.6571	234.5022
290.5978	234.9986
290.5385	235.4951
290.4791	235.9916
290.4198	236.4880
290.3604	236.9845
290.3011	237.4810
290.2436	237.9777
290.1974	238.4755
290.1513	238.9734
290.1051	239.4713
290.0590	239.9691
290.0128	240.4670
289.9667	240.9649
289.9206	241.4627
289.8744	241.9606
289.8282	242.4585
289.7821	242.9563
289.7197	243.4524
289.6202	243.9424
289.5208	244.4324
289.4214	244.9225
289.3221	245.4125
289.2659	245.9093
289.3215	246.4062
289.3772	246.9031
289.4806	247.3923
289.6929	247.8450
289.9491	248.2744
290.2514	248.6726
290.5859	249.0443
290.9279	249.4090
291.2759	249.7680
291.6275	250.1235
291.9800	250.4781
292.2844	250.8747
292.4159	251.3571
292.5474	251.8396
292.6789	252.3219
292.7993	252.8072
292.9065	253.2956
293.0136	253.7840
293.1208	254.2724
293.2280	254.7607
293.4161	255.2240
293.6242	255.6787
293.8664	256.1161
294.1577	256.5225
294.3795	256.9706
294.5675	257.4339
294.7481	257.9001
294.6894	258.3967
294.6308	258.8932
294.5396	259.3849
294.3218	259.8349
294.0176	260.2317
293.6186	260.5330
293.2030	260.8111
292.7692	261.0596
292.3324	261.3030
291.8894	261.5348
291.4461	261.7660
291.0002	261.9923
290.5544	262.2186
290.1077	262.4434
289.6609	262.6679
289.2140	262.8920
288.7669	263.1159
288.3373	263.3716
287.9374	263.6718
287.5581	263.9976
287.1893	264.3352
286.8294	264.6823
286.4729	265.0329
286.1177	265.3848
285.7635	265.7376
285.4096	266.0909
285.0559	266.4443
284.7023	266.7978
284.3487	267.1513
283.9951	267.5049
283.6416	267.8584
283.2881	268.2119
282.9345	268.5655
282.5809	268.9191
282.2274	269.2726
281.8738	269.6262
281.5203	269.9797
281.1467	270.3120
280.7179	270.5692
280.2851	270.8196
279.8432	271.0536
279.4079	271.2996
279.0121	271.6050
278.6295	271.9270
278.2570	272.2604
277.8260	272.5140
277.3943	272.7661
276.9518	272.9990
276.5093	273.2319
276.1090	273.5315
275.7199	273.8455
275.3500	274.1819
274.9885	274.5273
274.6305	274.8764
274.2750	275.2280
273.9207	275.5808
273.6150	275.9764
273.3575	276.4050
273.1136	276.8415
272.8796	277.2834
272.6487	277.7268
272.4217	278.1724
272.1953	278.6181
271.9705	279.0648
271.7443	279.5107
271.4437	279.9102
271.0423	280.2084
270.5516	280.3045
270.0609	280.4005
269.5703	280.4966
269.0796	280.5927
268.5889	280.6888
268.0893	280.7091
267.5898	280.6886
267.0902	280.6681
266.5906	280.6475
266.0910	280.6270
265.5914	280.6065
265.0919	280.5859
264.5934	280.5459
264.0978	280.4798
263.6022	280.4137
263.1066	280.3476
262.6110	280.2815
262.1154	280.2155
261.6154	280.2165
261.1169	280.2556
260.6185	280.2946
260.1200	280.3337
259.6215	280.3728
259.1268	280.4453
258.6430	280.5715
258.1592	280.6977
257.6785	280.8355
257.2136	281.0195
256.7487	281.2036
256.3147	281.4518
255.8999	281.7309
255.5178	282.0535
255.1454	282.3871
254.7828	282.7314
254.4259	283.0815
254.0703	283.4330
253.7158	283.7856
253.3619	284.1388
253.0081	284.4922
252.6545	284.8456
252.3009	285.1992
251.9473	285.5527
251.5938	285.9062
251.2402	286.2598
250.8867	286.6133
250.5331	286.9669
250.1796	287.3205
249.8260	287.6740
249.4724	288.0276
249.1189	288.3811
248.7653	288.7347
248.4118	289.0882
248.0582	289.4418
247.7161	289.8064
247.4589	290.2352
247.1870	290.6548
246.8562	291.0297
246.5254	291.4046
246.1371	291.7197
245.7248	292.0026
245.3028	292.2708
244.8665	292.5150
244.4073	292.7127
243.9129	292.6380
243.4202	292.5530
242.9397	292.4146
242.4592	292.2762
241.9623	292.2206
241.4673	292.2911
240.9723	292.3616
240.4865	292.4796
240.0146	292.6448
239.5435	292.8126
239.0868	293.0160
238.6300	293.2194
238.1438	293.3358
237.6519	293.4254
237.1600	293.5151
236.6681	293.6048
236.1762	293.6945
235.6789	293.7469
235.1796	293.7206
234.6803	293.6942
234.1810	293.6678
233.6817	293.6415
233.1824	293.6152
232.6831	293.5888
232.1974	293.4699
231.7156	293.3365
231.2337	293.2031
230.7969	292.9598
230.3673	292.7039
229.9791	292.3888
229.6025	292.0599
229.2370	291.7188
228.8790	291.3697
228.5230	291.0186
228.1682	290.6663
227.8141	290.3133
227.4604	289.9599
227.1067	289.6065
226.7531	289.2530
226.3995	288.8995
226.0459	288.5459
225.6924	288.1924
225.3388	287.8388
224.9266	287.5559
224.4978	287.2987
224.0583	287.0603
223.6164	286.8263
223.2043	286.5433
222.8094	286.2366
222.4396	285.9001
222.0756	285.5573
221.7168	285.2090
221.3613	284.8574
220.9266	284.6104
220.4669	284.4137
219.9907	284.2612
219.4943	284.3208
218.9978	284.3803
218.5054	284.4670
218.0222	284.5954
217.5390	284.7238
217.0577	284.8596
216.5803	285.0082
216.1029	285.1568
215.6292	285.3167
215.1681	285.5100
214.7070	285.7035
214.2521	285.9110
213.7997	286.1239
213.3486	286.3395
212.8995	286.5594
212.4507	286.7797
212.0028	287.0020
211.5550	287.2244
211.1484	287.5154
210.7538	287.8225
210.3819	288.1567
210.0186	288.5002
209.6598	288.8484
209.3040	289.1997
208.9495	289.5523
208.6358	289.9417
208.3783	290.3703
208.1326	290.8057
207.8985	291.2476
207.6374	291.6740
207.3319	292.0698
206.8589	292.2320
206.3640	292.3029
205.8691	292.3738
205.3741	292.4448
204.8792	292.5157
204.3842	292.5866
203.8893	292.6576
203.3942	292.7277
202.8969	292.7796
202.3996	292.8315
201.9023	292.8835
201.4050	292.9354
200.9078	292.9874
200.4105	293.0393
199.9132	293.0913
199.4159	293.1432
198.9186	293.1952
198.4219	293.2528
197.9334	293.3595
197.4449	293.4661
196.9564	293.5728
196.4680	293.6795
195.9846	293.8076
195.5126	293.9723
195.0405	294.1370
194.5725	294.3131
194.1143	294.5133
193.6561	294.7134
193.2035	294.9260
192.7522	295.1412
192.2918	295.3361
191.8229	295.5098
191.3541	295.6835
190.8550	295.7132
190.3582	295.6561
189.8615	295.5990
189.3794	295.4665
188.9057	295.3063
188.4366	295.1335
187.9791	294.9317
187.5219	294.7293
187.1149	294.4388
186.7181	294.1346
186.3434	293.8035
185.9201	293.5374
185.4884	293.2852
185.0472	293.0499
184.6046	292.8174
184.1934	292.5329
183.7988	292.2259
183.4287	291.8896
183.0208	291.6004
182.5899	291.3470
182.1517	291.1061
181.7092	290.8733
181.2652	290.6433
180.8195	290.4167
180.3736	290.1906
179.9269	289.9660
179.4817	289.7383
179.0821	289.4378
178.6927	289.1241
178.3213	288.7895
177.9600	288.4438
177.6020	288.0947
177.2463	287.7433
176.8921	287.3905
176.5381	287.0374
176.1843	286.6840
175.8307	286.3305
175.4771	285.9770
175.0936	285.6562
174.6649	285.3989
174.2304	285.1514
173.7885	284.9174
173.3585	284.6623
172.9626	284.3569
172.5835	284.0310
172.2023	283.7074
171.7714	283.4538
171.3381	283.2043
170.8956	282.9714
170.4510	282.7427
169.9725	282.5977
169.4940	282.4527
169.0155	282.3077
168.5340	282.1728
168.0508	282.0444
167.5675	281.9161
167.0842	281.7878
166.5917	281.7018
166.0964	281.6335
165.6011	281.5652
165.1057	281.4970
164.6104	281.4287
164.1151	281.3604
163.6198	281.2922
163.1240	281.2274
162.6275	281.1685
162.1310	281.1095
161.6345	281.0505
161.1380	280.9915
160.6414	280.9326
160.1449	280.8736
159.6484	280.8146
